Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Eye for an Eye,1996,R,12 Jan 1996,101 min,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Kiefer Sutherland, Ed Harris","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",United States,N/A,https://m.media-amazon.com/images/M/MV5BYzg3MDc5ZWEtMTc3Ny00YWEzLTlmMTgtMjk3NGJjMmNjOTYyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,6.2,"19,311",tt0116260,movie,N/A,"$26,877,589",N/A,N/A,True
The Bank Job,2008,R,07 Mar 2008,111 min,"Crime, Thriller",Roger Donaldson,"Dick Clement, Ian La Frenais","Jason Statham, Saffron Burrows, Stephen Campbell Moore",Martine offers Terry a lead on a foolproof bank hit on London's Baker Street. She targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of dirty secrets.,"English, Latin","United Kingdom, United States, Australia",3 nominations total,https://m.media-amazon.com/images/M/MV5BZmQ5OTkxZDMtYTAxYS00OWE1LThhMWItYjdlYjJmNWZlNWU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.2,"193,598",tt0200465,movie,N/A,"$30,060,660",N/A,N/A,True
Eternal Sunshine of the Spotless Mind,2004,R,19 Mar 2004,108 min,"Drama, Romance, Sci-Fi",Michel Gondry,"Charlie Kaufman, Michel Gondry, Pierre Bismuth","Jim Carrey, Kate Winslet, Tom Wilkinson","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.",English,United States,Won 1 Oscar. 73 wins & 111 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,8.3,"1,135,109",tt0338013,movie,N/A,"$34,400,301",N/A,N/A,True
You Again,2010,PG,24 Sep 2010,105 min,"Comedy, Romance",Andy Fickman,Moe Jelline,"Kristen Bell, Odette Annable, Sigourney Weaver","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancée's true colors.","English, French, German, Spanish, Hawaiian, Japanese, Italian, Hebrew",United States,2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",28,5.7,"55,566",tt1414382,movie,N/A,"$25,702,053",N/A,N/A,True
Street Kings,2008,R,11 Apr 2008,109 min,"Action, Crime, Thriller",David Ayer,"James Ellroy, Kurt Wimmer, Jamie Moss","Keanu Reeves, Forest Whitaker, Hugh Laurie","An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.","English, Turkish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BYjFiYzYyYWYtNTE2Mi00M2QyLWE3ODYtNDBiZGZiMDY0ZTdkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"123,844",tt0421073,movie,N/A,"$26,418,667",N/A,N/A,True
The World's End,2013,R,23 Aug 2013,109 min,"Action, Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Edgar Wright","Simon Pegg, Nick Frost, Martin Freeman",Five friends who reunite in an attempt to top their epic pub crawl from twenty years earlier unwittingly become humanity's only hope for survival.,English,"United Kingdom, United States, Japan",4 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BNzA1MTk1MzY0OV5BMl5BanBnXkFtZTgwNjkzNTUwMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.9,"305,491",tt1213663,movie,N/A,"$26,004,851",N/A,N/A,True
Nancy Drew,2007,PG,15 Jun 2007,99 min,"Comedy, Crime, Family",Andrew Fleming,"Andrew Fleming, Tiffany Paulsen, Mildred Wirt Benson","Emma Roberts, Tate Donovan, Max Thieriot","Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BNWRiMWViNjQtNDY1Yy00ZDIzLWFjMTMtMzE4MmE4ZGE2NWQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.9,"21,842",tt0479500,movie,N/A,"$25,661,055",N/A,N/A,True
Daybreakers,2009,R,08 Jan 2010,98 min,"Action, Horror, Sci-Fi","Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig","Ethan Hawke, Willem Dafoe, Sam Neill","In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vamps on a way...",English,"Australia, United States",3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNzg3NDYyMDU4Nl5BMl5BanBnXkFtZTcwODA5NzA5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.4,"138,037",tt0433362,movie,N/A,"$30,101,577",N/A,N/A,True
She's Out of My League,2010,R,12 Mar 2010,104 min,"Comedy, Romance",Jim Field Smith,"Sean Anders, John Morris","Jay Baruchel, Alice Eve, T.J. Miller","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.","English, Ukrainian",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.4,"147,716",tt0815236,movie,N/A,"$32,010,860",N/A,N/A,True
Monte Carlo,2011,PG,01 Jul 2011,109 min,"Adventure, Comedy, Family",Thomas Bezucha,"Thomas Bezucha, April Blair, Maria Maggenti","Selena Gomez, Leighton Meester, Katie Cassidy",Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of them is mistaken for a British heiress.,English,United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.8,"50,612",tt1067774,movie,N/A,"$23,186,769",N/A,N/A,True
Stay Alive,2006,PG-13,24 Mar 2006,85 min,"Fantasy, Horror, Mystery",William Brent Bell,"William Brent Bell, Matthew Peterman","Jon Foster, Samaire Armstrong, Frankie Muniz","A group of friends decide to play a killer video game based on the legend of the Countess of Blood, Elizabeth Bathory",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMThiNWRmNDQtOWM0ZC00YjI1LWFmMmMtYzBhZjMzODk4NmJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",24,5.0,"34,582",tt0441796,movie,N/A,"$23,086,480",N/A,N/A,True
Quigley Down Under,1990,PG-13,19 Oct 1990,119 min,"Action, Adventure, Drama",Simon Wincer,John Hill,"Tom Selleck, Laura San Giacomo, Alan Rickman","Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.","English, Aboriginal","United States, Australia",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BNjIzZTE4MTgtMjkwZC00YTVmLWE3ZWYtODY3ZDVlODk1NTA4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.9,"25,978",tt0102744,movie,N/A,"$21,413,105",N/A,N/A,True
Alpha and Omega,2010,PG,17 Sep 2010,90 min,"Animation, Adventure, Comedy","Anthony Bell, Ben Gluck","Steve Moore, Chris Denk","Hayden Panettiere, Christina Ricci, Justin Long","Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",English,"United States, India, Canada",1 nomination total,https://m.media-amazon.com/images/M/MV5BMTg4NzQ1ODcxMF5BMl5BanBnXkFtZTcwMDg0MTU2Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.1,"15,657",tt1213012,movie,N/A,"$25,107,267",N/A,N/A,True
Guy Ritchie's the Covenant,2023,R,21 Apr 2023,123 min,"Action, Drama, Thriller",Guy Ritchie,"Guy Ritchie, Ivan Atkinson, Marn Davies","Jake Gyllenhaal, Dar Salim, Sean Sagar","During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","English, Dari","United Kingdom, Spain, United States",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMDY2NmI1YzAtYmE2OS00NTY4LWJjM2UtNjQzMDliYzc5MzUyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.5,"188,345",tt4873118,movie,N/A,"$16,938,039",N/A,N/A,True
Stick It,2006,PG-13,28 Apr 2006,103 min,"Comedy, Drama, Sport",Jessica Bendinger,Jessica Bendinger,"Missy Peregrym, Jeff Bridges, Vanessa Lengies","After a run-in with the law, Haley is forced to return to the world from which she fled years ago. Enrolled in an elite gymnastics program run by the legendary Burt Vickerman, Haley's rebellious attitude slowly gives way to a team...",English,"Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTI1MDAzMDgzMF5BMl5BanBnXkFtZTcwNzc1ODQzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.4,"31,065",tt0430634,movie,N/A,"$26,910,736",N/A,N/A,True
Shorts,2009,PG,21 Aug 2009,89 min,"Adventure, Comedy, Family",Robert Rodriguez,"Robert Rodriguez, Álvaro Rodríguez, Víctor Ugalde","Jimmy Bennett, James Spader, Kat Dennings","A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",English,"United Arab Emirates, United States",2 wins & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTM0MDUyMzk1Ml5BMl5BanBnXkFtZTcwMjczMDU2Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,4.7,"8,236",tt1100119,movie,N/A,"$20,919,166",N/A,N/A,True
To Die For,1995,R,06 Oct 1995,106 min,"Comedy, Crime, Drama",Gus Van Sant,"Joyce Maynard, Buck Henry","Nicole Kidman, Matt Dillon, Joaquin Phoenix",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,English,"United Kingdom, Canada, United States",Nominated for 1 BAFTA Award7 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BZWJlODViYTUtMzY3MS00ZDRlLTkzODQtMDdiOTBiN2E0MDA5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,6.8,"55,297",tt0114681,movie,N/A,"$21,284,514",N/A,N/A,True
Nerve,2016,PG-13,27 Jul 2016,96 min,"Adventure, Crime, Drama","Henry Joost, Ariel Schulman","Jessica Sharzer, Jeanne Ryan","Emma Roberts, Dave Franco, Emily Meade","A high school senior finds herself immersed in an online game of truth or dare, becoming a 'player' of the game, where her every move is manipulated by an anonymous community of 'watchers.'",English,"United States, Hong Kong",5 nominations total,https://m.media-amazon.com/images/M/MV5BMTUzOTg1OTM4NV5BMl5BanBnXkFtZTgwMTg2Mjg0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.5,"143,467",tt3531824,movie,N/A,"$38,583,626",N/A,N/A,True
Appaloosa,2008,R,03 Oct 2008,115 min,"Crime, Drama, Romance",Ed Harris,"Robert Knott, Ed Harris, Robert B. Parker","Ed Harris, Viggo Mortensen, Renée Zellweger",Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,"English, Apache languages, Spanish",United States,5 wins total,https://m.media-amazon.com/images/M/MV5BMTMxMDE5NDIxM15BMl5BanBnXkFtZTcwNjI0MjQ4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.7,"66,180",tt0800308,movie,N/A,"$20,211,394",N/A,N/A,True
Vampires,1998,R,30 Oct 1998,108 min,"Action, Horror, Thriller",John Carpenter,"John Steakley, Don Jakoby","James Woods, Daniel Baldwin, Sheryl Lee","Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight.","English, Latin","Japan, United States",7 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BOTI2OTUyZjItMjY0My00NzY1LWI2MGYtZDJjY2RhM2NlY2E2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,"65,580",tt0120877,movie,N/A,"$20,308,772",N/A,N/A,True
Yu-Gi-Oh! Duel Monsters,2000–2004,TV-PG,29 Sep 2001,23 min,"Animation, Action, Adventure",N/A,Kazuki Takahashi,"Dan Green, Amy Birnbaum, Wayne Grayson","Yu-Gi-Oh! follows the adventures of high school student Yugi, who has a magical secret that comes to life when he plays his favorite card game: 'Duel Monsters.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYTEwNzZmOGEtZGQ2MS00NzIxLWJkNGUtZTVlZjBmOTZlY2MzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"3,953",tt0247902,series,5,True,,,
American Psycho,2000,R,14 Apr 2000,102 min,"Crime, Drama, Horror",Mary Harron,"Bret Easton Ellis, Mary Harron, Guinevere Turner","Christian Bale, Justin Theroux, Josh Lucas","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","English, Spanish, Cantonese",United States,7 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNzBjM2I5ZjUtNmIzNy00OGNkLWIwZDMtOTAwYWUwMzA2YjdlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.6,"778,442",tt0144084,movie,N/A,"$15,070,285",N/A,N/A,True
My Best Friend's Girl,2008,R,19 Sep 2008,101 min,"Comedy, Romance",Howard Deutch,Jordan Cahan,"Kate Hudson, Dane Cook, Jason Biggs",Tank faces the ultimate test of friendship when his best friend hires him to take his ex-girlfriend out on a lousy date in order to make her realize how great her former boyfriend is.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTg4MDg5NjE3Nl5BMl5BanBnXkFtZTcwNzc4ODQ3MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.8,"47,352",tt1046163,movie,N/A,"$19,219,250",N/A,N/A,True
Endless Love,2014,PG-13,14 Feb 2014,104 min,"Drama, Mystery, Romance",Shana Feste,"Shana Feste, Joshua Safran, Scott Spencer","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BOTYzNDU1MzEyN15BMl5BanBnXkFtZTgwOTYwMTU0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,6.2,"48,490",tt2318092,movie,N/A,"$23,438,250",N/A,N/A,True
Georgia Rule,2007,R,11 May 2007,113 min,"Comedy, Drama",Garry Marshall,Mark Andrus,"Jane Fonda, Lindsay Lohan, Felicity Huffman","A troubled young woman is sent to live with her grandmother for the summer, while hiding a secret that could potentially tear her family apart.",English,United States,3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTM2MDc3MTI0Nl5BMl5BanBnXkFtZTcwMzQ4ODU0MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,5.9,"27,851",tt0791304,movie,N/A,"$19,103,072",N/A,N/A,True
Under the Rainbow,1981,PG,31 Jul 1981,98 min,Comedy,Steve Rash,"Fred Bauer, Pat Bradley, Pat McCormick","Chevy Chase, Carrie Fisher, Eve Arden","A visiting dignitary, a CIA agent, a Nazi spy, Japanese tourists, an assassin and a group of ""midget"" actors from The Wizard of Oz (1939) all check into an elite Los Angeles hotel called Under the Rainbow.",English,United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BZDRmYTEwZDgtNGRmMS00ZDdhLWI1NTgtMGNmYzQzNDhiMGU0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.3,"3,148",tt0083254,movie,N/A,"$18,826,490",N/A,N/A,True
Ladyhawke,1985,PG-13,12 Apr 1985,121 min,"Adventure, Comedy, Drama",Richard Donner,"Edward Khmara, Michael Thomas, Tom Mankiewicz","Matthew Broderick, Rutger Hauer, Michelle Pfeiffer","The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston.",English,"United States, Italy, United Kingdom",Nominated for 2 Oscars. 5 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNjUzOWI1NGQtZWUyMi00Mjg3LWI3MGMtMDFhYzA5ZGRmZmIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.9,"53,328",tt0089457,movie,N/A,"$18,432,000",N/A,N/A,True
Simon Birch,1998,PG,11 Sep 1998,114 min,"Comedy, Drama, Family",Mark Steven Johnson,"Mark Steven Johnson, John Irving","Ian Michael Smith, Joseph Mazzello, Ashley Judd",A young boy with stunted growth is convinced that God has a great purpose for him.,English,United States,3 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYzIwZTNmY2UtNTExZC00NzQ1LTg4NTEtOTIxOWU0NTFkZDhjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.8,"22,472",tt0124879,movie,N/A,"$18,253,415",N/A,N/A,True
